,Vectors,DOIs,Topics
675,"[-0.7964948   0.91893363  0.46551877 -0.6360062   0.05656675  0.7859909
  0.265827   -0.3901688  -0.7555477   0.54110765  1.0285394   0.06809426
 -0.00925616 -0.32531172 -0.39017025 -0.31123745  0.30922577  0.37372148
 -0.7545586   1.000558   -0.5867934  -0.71695715 -0.07887913  0.74666333
  0.5074773   1.1829005  -0.2532412   0.3625277  -0.5703028  -0.7866037 ]",10.1063/1.4906425,[]
676,"[-0.8468133   0.971295    0.5484509  -0.53980386  0.06435323  0.85795426
  0.3423409  -0.41010308 -0.8842624   0.5481804   1.2767754   0.01644535
  0.08270203 -0.42791533 -0.3397592  -0.3259672   0.1681855   0.4060004
 -0.7994978   1.0890273  -0.6515715  -0.6775111  -0.11751689  0.7124022
  0.46545875  1.181421   -0.21620844  0.3132358  -0.56469995 -0.8274283 ]",10.18553/jmcp.2015.21.4.281,"['Blue Cross Blue Shield Insurance Plans', 'Drug Prescriptions', 'Electronic Health Records', 'Humans', 'Insurance Benefits', 'Medicaid', 'Mobile Applications', 'Pharmacy', 'Retrospective Studies', 'United States']"
677,"[-0.16527283  0.27001062  0.13332857 -0.19439259 -0.01121266  0.28921252
  0.18716744 -0.05977783 -0.4742642   0.12865154  0.5348993  -0.00289906
  0.08171397 -0.08573347 -0.14853917 -0.14793898  0.14174022  0.1375016
 -0.41532072  0.31959787 -0.22258613 -0.262587   -0.00316178  0.16935755
  0.1811651   0.39343727 -0.0402633   0.13744989 -0.14692256 -0.45640823]",10.3785/j.issn.1008-9292.2015.01.006,"['Animals', 'Disease Models, Animal', 'Flavonoids', 'Glycyrrhiza', 'Kainic Acid', 'Male', 'Mice', 'Mice, Inbred ICR', 'Mossy Fibers, Hippocampal', 'Neurogenesis', 'Seizures', 'Status Epilepticus']"
678,"[-0.76616675  0.90731835  0.6036225  -0.44333723  0.1293582   1.0142967
  0.5474066  -0.35153994 -1.2278507   0.22719453  1.2206407  -0.25563002
  0.03707357 -0.01155124 -0.4857881  -0.6514152   0.6041015   0.667048
 -1.1456078   1.3008903  -0.61674994 -0.9041426   0.23542823  0.72443914
  0.3936772   1.4506712  -0.2071431   0.598916   -0.57318383 -0.8327397 ]",10.3785/j.issn.1008-9292.2015.01.002,"['China', 'Early Detection of Cancer', 'Humans', 'Stomach Neoplasms']"
679,"[-0.5291593   0.6883863   0.4094942  -0.37783283  0.06626966  0.63947105
  0.32055995 -0.19595806 -0.79769665  0.38631794  0.8747534  -0.09851468
  0.04248844 -0.29925328 -0.32637638 -0.32411054  0.18860549  0.31807387
 -0.6837809   0.7995434  -0.4570844  -0.5657355   0.01153066  0.5054928
  0.3657452   0.86265326 -0.16622889  0.2876852  -0.41644064 -0.7870122 ]",10.18553/jmcp.2015.21.4.288,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Belgium', 'Choice Behavior', 'Consumer Behavior', 'Drug Costs', 'Drugs, Generic', 'Female', 'Health Care Sector', 'Humans', 'Male', 'Middle Aged', 'Nonprescription Drugs', 'Surveys and Questionnaires', 'Young Adult']"
680,"[-0.1031324   0.17584656  0.14958782 -0.16424194  0.01598913  0.23174612
  0.2161434   0.04583268 -0.4486984   0.06991938  0.47990167 -0.00556097
  0.05805207 -0.01509892 -0.14634946 -0.15927437  0.21100028  0.14540508
 -0.413846    0.24138516 -0.16902445 -0.22479203  0.01261033  0.08937535
  0.16656107  0.28737813  0.02836535  0.10104027 -0.10251292 -0.4555233 ]",10.3785/j.issn.1008-9292.2015.01.005,"['1-Methyl-4-phenylpyridinium', 'Acetophenones', 'Animals', 'Apoptosis', 'Caspase 3', 'Cell Survival', 'Down-Regulation', 'Fluoresceins', 'Neuroprotective Agents', 'PC12 Cells', 'Parkinson Disease', 'Proto-Oncogene Proteins c-bcl-2', 'Rats', 'Reactive Oxygen Species', 'bcl-2-Associated X Protein']"
681,"[-0.4955092   0.57137656  0.39892682 -0.34029838  0.03358218  0.47975436
  0.2606846  -0.3019767  -0.5358014   0.40511316  0.70554197 -0.04648183
  0.0020702  -0.23343389 -0.24904592 -0.25353128  0.07604852  0.32263646
 -0.5145116   0.6868015  -0.4523276  -0.4954498  -0.06818476  0.4314792
  0.2710968   0.7231866  -0.1549546   0.2700549  -0.3552043  -0.40362784]",10.1378/chest.14-2714,"['Aged', 'Autoimmune Diseases', 'Case-Control Studies', 'Female', 'Humans', 'Hypothyroidism', 'Idiopathic Pulmonary Fibrosis', 'Illinois', 'Male', 'Radiography', 'Retrospective Studies', 'Risk Factors', 'Survival Analysis']"
682,"[-0.35588092  0.48283717  0.32224825 -0.31989953  0.09001298  0.5080323
  0.3037147  -0.18398684 -0.58785594  0.24651724  0.7122938  -0.04560266
  0.07974101 -0.20432627 -0.26415965 -0.22671913  0.08683895  0.24350034
 -0.51435924  0.55548245 -0.36179492 -0.4383187   0.00097859  0.38494912
  0.2463271   0.6731972  -0.0952477   0.16843185 -0.29343942 -0.49037394]",10.18553/jmcp.2015.21.4.318,"['Adolescent', 'Adult', 'Antirheumatic Agents', 'Arthritis, Rheumatoid', 'Biological Products', 'Cohort Studies', 'Cost-Benefit Analysis', 'Female', 'Humans', 'Insurance Claim Review', 'Male', 'Managed Care Programs', 'Middle Aged', 'Young Adult']"
683,"[-0.06830711  0.13132964  0.11196252 -0.16513507 -0.02008026  0.22567764
  0.20469725  0.02794762 -0.43364453  0.04530727  0.4791448  -0.00760308
  0.09627724 -0.04568624 -0.12414137 -0.12160729  0.17365876  0.13727418
 -0.3834808   0.2231378  -0.17405663 -0.1743153  -0.01678307  0.12177885
  0.1717985   0.25064862 -0.02540713  0.07806254 -0.09043161 -0.41771752]",10.3785/j.issn.1008-9292.2015.01.008,"['Animals', 'Dioscorea', 'Disease Models, Animal', 'Hyperuricemia', 'Male', 'Mice', 'Mice, Inbred ICR', 'Plant Extracts', 'Plant Roots', 'Uric Acid']"
684,"[-0.15929998  0.24893835  0.21055631 -0.21633783  0.05470271  0.294365
  0.2893325   0.03038312 -0.4771902   0.1073512   0.5250915  -0.03717999
  0.09076605 -0.05079904 -0.1578633  -0.16455288  0.24775809  0.16405109
 -0.45239866  0.33160147 -0.1791062  -0.30204353  0.01415128  0.22220486
  0.19537978  0.42424637 -0.0072814   0.15498881 -0.18647458 -0.4521124 ]",Unknown,"['Animals', 'Cryopreservation', 'Cryoprotective Agents', 'Embryo, Nonmammalian', 'Fishes', 'Vitrification']"
685,"[-0.24447246  0.4019621   0.24140835 -0.29070997  0.05475624  0.38525862
  0.302296   -0.0670105  -0.58187526  0.25963116  0.6143319  -0.01134723
  0.07876416 -0.17872165 -0.23702653 -0.19375564  0.19613875  0.21447548
 -0.48954666  0.49408466 -0.2720211  -0.35767072 -0.00109777  0.31133875
  0.28794533  0.54060906 -0.0452735   0.16384917 -0.23498687 -0.5483427 ]",10.18553/jmcp.2015.21.3.210,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Databases, Factual', 'Female', 'Follow-Up Studies', 'Hospitalization', 'Humans', 'Immunologic Factors', 'Infant', 'Male', 'Medication Adherence', 'Middle Aged', 'Multiple Sclerosis, Relapsing-Remitting', 'Natalizumab', 'Retrospective Studies', 'Young Adult']"
686,"[-0.97706884  0.9888241   0.6054641  -0.40835336  0.03314142  0.7259181
  0.16866393 -0.60440093 -0.5246807   0.5771869   0.9771127  -0.0703989
 -0.03983126 -0.34784663 -0.28497988 -0.30854034 -0.02889478  0.44520965
 -0.5091979   1.0263193  -0.55646455 -0.6510858  -0.2758224   0.6213878
  0.27548456  1.0785635  -0.26286942  0.38213512 -0.5211449  -0.46516186]",10.18553/jmcp.2015.21.2.158,"['Adult', 'Aged', 'Antineoplastic Agents', 'Cost of Illness', 'Female', 'Health Care Costs', 'Humans', 'Male', 'Melanoma', 'Middle Aged', 'Neoplasm Metastasis']"
687,"[-0.85068184  1.0065461   0.55090374 -0.6069215   0.04618904  0.87144995
  0.36923215 -0.31574994 -0.84524465  0.65536827  1.2474327   0.07507995
  0.02340363 -0.5752215  -0.3680801  -0.27600366  0.18625769  0.45743856
 -0.8088726   1.0443884  -0.6747761  -0.6826577  -0.16745931  0.7411872
  0.47695005  1.3501756  -0.26392472  0.3161648  -0.53781134 -0.8123774 ]",10.18553/jmcp.2015.21.4.330,"['Accountable Care Organizations', 'Group Practice', 'Humans', 'Medical Order Entry Systems', 'Patient Safety', 'Retrospective Studies']"
688,"[-0.4062904   0.5214177   0.36736944 -0.35299224  0.08546499  0.5081091
  0.2912359  -0.11300637 -0.7336651   0.25153175  0.82399553 -0.03770042
  0.03003026 -0.22620139 -0.256094   -0.29279143  0.23809992  0.37596315
 -0.6644957   0.6939338  -0.34743544 -0.50196004 -0.00464438  0.36906102
  0.2502828   0.7313038  -0.14247486  0.14786851 -0.26860285 -0.6529397 ]",10.18553/jmcp.2015.21.3.243,"['Accidental Falls', 'Age Factors', 'Aged', 'Aged, 80 and over', 'Cohort Studies', 'Cost of Illness', 'Databases, Factual', 'Diabetes Mellitus, Type 2', 'Female', 'Hospitalization', 'Humans', 'Hypoglycemia', 'Hypoglycemic Agents', 'Logistic Models', 'Male', 'Retrospective Studies', 'Risk Factors', 'Time Factors', 'United States']"
689,"[-0.51015663  0.5843444   0.47494808 -0.40123114  0.08231121  0.5590753
  0.40298113 -0.18815902 -0.72641546  0.36554557  0.90541774  0.01301372
  0.06168927 -0.27705118 -0.344726   -0.24457932  0.12749842  0.4620746
 -0.6483564   0.83396673 -0.36669528 -0.4942976  -0.08228725  0.45014533
  0.2946806   0.7161984  -0.16155364  0.22511953 -0.27538875 -0.70744544]",10.18553/jmcp.2015.21.2.165,"['Allopurinol', 'Chronic Disease', 'Cost-Benefit Analysis', 'Febuxostat', 'Gout', 'Gout Suppressants', 'Humans', 'Markov Chains', 'Thiazoles', 'Uric Acid']"
690,"[ 4.1576903e-02 -1.7396845e-02  4.9870349e-02 -4.4051398e-02
  4.0043276e-02  7.2894976e-02  1.4086387e-01  1.0019215e-01
 -2.7074978e-01 -1.7589005e-02  2.7174497e-01 -2.0460557e-02
  7.2662301e-02  1.4309588e-02 -1.9007428e-02 -9.0466283e-02
  1.1462556e-01  9.2166074e-02 -2.1899217e-01  3.7715144e-02
  2.5597803e-04 -6.5827042e-02  5.6336648e-03  1.4250915e-02
  7.2999910e-02  8.2534835e-02  5.3981993e-02  5.2694909e-02
  2.0261539e-02 -2.6637018e-01]",10.3785/j.issn.1008-9292.2015.01.001,"['Hemorrhagic Fever, Ebola', 'Humans']"
691,"[-0.5167319   0.55114055  0.3627196  -0.34470466  0.07125089  0.5503497
  0.2776876  -0.24704938 -0.5260234   0.37869623  0.74644446 -0.03436597
  0.05709018 -0.3237768  -0.19772951 -0.21977097  0.06461213  0.28997442
 -0.4721322   0.62513715 -0.39561698 -0.3706828  -0.15857458  0.4254037
  0.3212837   0.71444273 -0.13361284  0.17156243 -0.31194907 -0.45918554]",10.18553/jmcp.2015.21.3.256,"['Adult', 'Aged', 'Aged, 80 and over', 'Continuity of Patient Care', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Medication Errors', 'Middle Aged', 'Outcome Assessment, Health Care', 'Patient Care Team', 'Patient Discharge', 'Patient Protection and Affordable Care Act', 'Patient Readmission', 'Pharmacists', 'Pharmacy Service, Hospital', 'Retrospective Studies', 'United States']"
692,"[-0.06827576  0.12022752  0.06615797 -0.13421607  0.03710252  0.18130632
  0.15049621  0.01560664 -0.341949    0.05801958  0.42282945 -0.02896512
  0.08204538 -0.00051206 -0.07502163 -0.12451805  0.15437037  0.10770313
 -0.3299451   0.18698433 -0.11051169 -0.14918792  0.02118709  0.08379709
  0.12644398  0.18767297  0.01242511  0.098285   -0.08747842 -0.36925128]",10.3785/j.issn.1008-9292.2015.01.003,"['Alkalies', 'Animals', 'Burns, Chemical', 'Catechin', 'Cornea', 'Corneal Neovascularization', 'Disease Models, Animal', 'Eye Burns', 'Inflammation', 'Mice', 'Mice, Inbred C57BL', 'Neutrophils', 'RNA, Messenger', 'Vascular Endothelial Growth Factor A']"
693,"[-0.13336167  0.20599292  0.14119537 -0.18833409  0.046077    0.28474274
  0.2386232   0.00551886 -0.48046297  0.09712741  0.55767405 -0.01619265
  0.08836161 -0.06014686 -0.14359097 -0.15428637  0.16733344  0.1537136
 -0.44706005  0.30775368 -0.16114978 -0.23247735  0.00970098  0.16676298
  0.17542164  0.36227712 -0.01844598  0.11066259 -0.13122801 -0.49053293]",10.3785/j.issn.1008-9292.2015.01.011,"['Animals', 'Apoptosis', 'Astrocytes', 'Cell Communication', 'Cell Hypoxia', 'Cells, Cultured', 'Gap Junctions', 'Oxygen', 'Rats']"
694,"[-0.19808441  0.2692732   0.2238558  -0.2263953   0.0514923   0.30847758
  0.26692927 -0.03711211 -0.4840243   0.13876796  0.5429168  -0.00376629
  0.06427331 -0.12272767 -0.15769696 -0.1962191   0.14630342  0.18610021
 -0.4422837   0.40393823 -0.21552502 -0.27446955 -0.02975425  0.2147869
  0.19594996  0.43114936 -0.00457299  0.16599032 -0.14811125 -0.44544253]",10.3785/j.issn.1008-9292.2015.01.009,"['Atrial Fibrillation', 'Blood Pressure', 'Humans', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Thrombolytic Therapy', 'Treatment Outcome']"
695,"[-0.7222874   0.7800203   0.43018842 -0.4003301   0.03409184  0.7382658
  0.33141673 -0.37085837 -0.7112466   0.53350055  0.9061161  -0.05226669
  0.03171006 -0.40097174 -0.28639266 -0.31740242  0.02288485  0.3552105
 -0.56246746  0.8502016  -0.49920142 -0.52175105 -0.20298018  0.5289304
  0.38662195  1.010889   -0.16773553  0.27900395 -0.44616622 -0.55452037]",10.18553/jmcp.2015.21.4.308,"['Antiviral Agents', 'Female', 'Health Care Costs', 'Health Resources', 'Hepatitis C, Chronic', 'Humans', 'Male', 'Middle Aged', 'Oligopeptides', ""Practice Patterns, Physicians'"", 'Proline', 'Retrospective Studies', 'United States']"
696,"[-0.33287805  0.47552097  0.2739367  -0.21380544  0.06141571  0.4460803
  0.15796039 -0.10390583 -0.5592986   0.24045752  0.6860285   0.01170021
  0.04399227 -0.27400187 -0.21682562 -0.20161235  0.12413973  0.21340752
 -0.44636017  0.46369323 -0.33702633 -0.28193867 -0.12537889  0.3091127
  0.27518398  0.6064038  -0.08933105  0.13781776 -0.26609302 -0.4779697 ]",10.18553/jmcp.2015.21.4.298,"['Adult', 'Aged', 'Cohort Studies', 'Cooperative Behavior', 'Emergency Service, Hospital', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Medication Reconciliation', 'Medication Therapy Management', 'Middle Aged', 'Patient-Centered Care', 'Pharmacists', 'Physicians', 'Prospective Studies']"
697,"[-0.93085     1.0628555   0.65683335 -0.6836601  -0.00680263  0.98605204
  0.5051452  -0.47368988 -0.7111221   0.78308934  1.3085648   0.24043399
  0.05197827 -0.64736986 -0.2863444  -0.26233783 -0.05351519  0.55696684
 -0.69910616  1.2644703  -0.6822103  -0.77510834 -0.10162421  0.9196576
  0.39607936  1.1823032  -0.27093944  0.28532457 -0.60163605 -0.6311983 ]",10.18553/jmcp.2015.21.4.269,"['Blue Cross Blue Shield Insurance Plans', 'Chemistry, Pharmaceutical', 'Cost-Benefit Analysis', 'Drug Costs', 'Drug Utilization Review', 'Humans', 'Insurance, Pharmaceutical Services', 'Value-Based Purchasing']"
698,"[-0.203093    0.33825737  0.23506808 -0.24450697  0.03064282  0.36631817
  0.30596742 -0.01635945 -0.5970755   0.15380013  0.6878042  -0.01566932
  0.09312514 -0.10734904 -0.20423104 -0.25164184  0.23533204  0.23200622
 -0.5657995   0.435827   -0.21160194 -0.33891046  0.01210153  0.24448088
  0.24836853  0.5378124  -0.06836245  0.19352855 -0.20610036 -0.5898189 ]",10.3785/j.issn.1008-9292.2015.01.013,"['Hernia, Inguinal', 'Herniorrhaphy', 'Humans', 'Laparoscopy', 'Length of Stay', 'Retrospective Studies']"
699,"[-0.25540036  0.3590847   0.2082557  -0.31493285  0.0481615   0.37036914
  0.30759552 -0.03539811 -0.59633106  0.15553539  0.67439145 -0.03840625
  0.11632648 -0.10268506 -0.22121038 -0.25944924  0.1833009   0.19852212
 -0.5126901   0.46069545 -0.28393394 -0.31651732  0.01405251  0.2440495
  0.23181471  0.49186343 -0.05305833  0.16008255 -0.22389655 -0.572015  ]",10.3785/j.issn.1008-9292.2015.01.004,"['Animals', 'Apoptosis', 'Caspase 3', 'Caspase 9', 'Cell Hypoxia', 'Cell Line', 'Cell Survival', 'Cobalt', 'Down-Regulation', 'Grape Seed Extract', 'Proanthocyanidins', 'Proto-Oncogene Proteins c-bcl-2', 'Reactive Oxygen Species', 'Up-Regulation']"
700,"[-0.4149158   0.2652658   0.9940978  -0.06888061 -0.07943745  0.41379148
  0.6109162  -0.04232408 -1.3330778  -0.07664909  1.1301525   0.36618775
  0.05166708 -0.5318907   0.2913102  -0.8122668   0.6735778   0.26370913
 -1.0870012   0.27050307 -0.17675203 -0.5505332  -0.14145271  0.88741237
  0.6071254   1.082499    0.03268433 -0.01338126  0.25040296 -1.151226  ]",10.1093/jscr/rjad072,[]
701,"[-0.42427337  0.33051565  1.159589   -0.12730958 -0.12163639  0.44859385
  0.7186519  -0.11655304 -1.4257457  -0.11532194  1.0292963   0.1317113
  0.18178734 -0.57683575  0.1875517  -0.80784255  0.81009036  0.29882073
 -1.0792704   0.32927898 -0.2672986  -0.65150315 -0.18364306  0.92384106
  0.52093095  1.2082226   0.07495189  0.12224659  0.1772031  -1.043641  ]",10.1093/jscr/rjad077,[]
702,"[-0.15758923  0.18273717  0.4087317  -0.09217519  0.02732306  0.1711954
  0.31885642  0.04555437 -0.4685256  -0.08421466  0.52906543  0.1668456
  0.05949199 -0.20155546  0.15149134 -0.32720235  0.22333239  0.1081843
 -0.45823207  0.17721316 -0.0247786  -0.19437294  0.00568331  0.3408963
  0.0470149   0.41199744  0.16547465  0.04454556  0.07627176 -0.4287238 ]",10.1177/17562864231154976,[]
703,"[-0.33542672  0.33138537  0.75827646 -0.19530834 -0.04985931  0.3006487
  0.6045232   0.00200983 -0.8564095  -0.14577392  0.8167955   0.21058084
  0.14776601 -0.44076058  0.07628468 -0.5820109   0.47723788  0.19029497
 -0.72116274  0.34078208 -0.09965272 -0.41872904  0.04208874  0.6298477
  0.3361114   0.7202438   0.09774619  0.03669584  0.19299738 -0.6884284 ]",10.1007/s13205-023-03495-1,[]
704,"[-0.20772055  0.26127398  0.5205189  -0.08388039  0.00568827  0.16702035
  0.39836636 -0.00834355 -0.54586405 -0.10335325  0.5966799   0.16271538
  0.09885435 -0.26631862  0.04581477 -0.4097583   0.30389735  0.14784369
 -0.5100006   0.19951758 -0.0527516  -0.24298425  0.02623782  0.47766975
  0.17499629  0.5458436   0.07524912  0.01271415  0.07249373 -0.5364057 ]",10.3389/fendo.2023.1133376,[]
705,"[-0.5095197   0.38150185  1.2926543  -0.28416467 -0.3049417   0.6699717
  0.75747085  0.2942586  -1.9619662   0.01411575  1.2456247   0.5336369
  0.3993154  -0.86245835  0.03019118 -1.0534921   0.48514837  0.03934658
 -1.488803    0.10402863 -0.20774148 -0.5275643   0.01175156  1.2012165
  1.4726009   1.1359603   0.25772524  0.10517362  0.01266244 -1.3513945 ]",10.1117/12.2612578,[]
706,"[-0.19222218  0.20852302  0.54961056 -0.05665493 -0.05258214  0.25657994
  0.29175112  0.02159753 -0.5683488  -0.0436274   0.541391    0.2138661
  0.04322712 -0.26900378  0.08713694 -0.38299036  0.36647663  0.07177102
 -0.5166364   0.23679087 -0.10174628 -0.31226015 -0.04637615  0.46275616
  0.4101275   0.56419027  0.06689065  0.04399662  0.17650878 -0.5323223 ]",10.3389/fendo.2023.1110523,[]
707,"[-0.23519279  0.29863894  0.6202616  -0.10433815  0.03299828  0.26730844
  0.44139102  0.01296315 -0.6603034  -0.12510231  0.73686963  0.22246784
  0.0946597  -0.3019579   0.15509912 -0.48257455  0.34101254  0.13083251
 -0.647861    0.28956252 -0.04525008 -0.31216878 -0.00134209  0.49447435
  0.14256325  0.6329924   0.18121657  0.02613798  0.1556548  -0.6040003 ]",10.3389/fendo.2023.1097139,[]
708,"[-0.2923982   0.45504498  1.5615819  -0.14598012 -0.37155294  0.4320949
  0.96884936  0.00380418 -1.4516256  -0.26913056  0.8625881   0.29388192
  0.11892251 -0.86578894 -0.23291573 -0.6706563   0.99823934  0.39655533
 -0.9886583   0.5946268  -0.12022333 -0.5490331  -0.03861521  1.261291
  1.1336702   1.4438524  -0.03785191  0.01344802  0.35614794 -1.1332321 ]",10.1007/s13205-023-03521-2,[]
709,"[-0.5447366   0.6268337   1.730896    0.06244051 -0.07476504  0.5536662
  0.61486375 -0.1245141  -1.5861261  -0.31017002  1.0092934   0.6718515
  0.4192699  -0.7202581   0.02926653 -0.6317128   0.90025765  0.39348978
 -1.3207344   0.7509491  -0.5673383  -0.96774936 -0.42942932  1.3190451
  1.1789942   1.652545   -0.19588931  0.0354715   0.6174051  -1.4045044 ]",10.3389/fendo.2023.1123928,[]
710,"[-0.43910286  0.2948523   1.3964957  -0.04825711 -0.26023224  0.3419181
  0.6816632   0.04902908 -0.99513566 -0.17376892  0.75764346  0.21898915
  0.3980829  -0.55608606 -0.01665158 -0.686715    0.74082965  0.28838727
 -0.80006456  0.45981678 -0.26068607 -0.42224792 -0.04525325  1.0417224
  0.73713666  1.1110529   0.04915033 -0.04561087  0.25498214 -1.1055366 ]",10.3389/fendo.2023.1127792,[]
711,"[-0.34229758  0.74910223  1.5901661   0.02769806 -0.14785531  0.5502335
  0.5692378   0.00382803 -1.1971639  -0.45418268  0.900903    0.736442
  0.37828535 -0.69805276  0.11734745 -0.7106209   0.46548617  0.54698086
 -0.8420856   0.935155   -0.4256213  -0.76179695 -0.31102204  1.5391917
  0.70609754  1.1639142  -0.2855573  -0.00442214  0.32198536 -1.0880023 ]",10.3389/fendo.2023.1075776,[]
712,"[-0.00071076  0.09197936  0.08614729 -0.03547816  0.03802843  0.05917245
  0.04549299  0.04725488 -0.10859374 -0.02318429  0.27939793  0.08947652
  0.00551111 -0.0062771   0.1603154  -0.09022677  0.07329473  0.04918987
 -0.13464658  0.10795475  0.0180604  -0.04919582 -0.00420981  0.06833724
 -0.14911076  0.08126403  0.11927117  0.05836994  0.00291704 -0.11422424]",10.3389/fendo.2023.1154547,[]
713,"[-0.05897855  0.08503925  0.15150476 -0.04892877  0.06155716  0.05898729
  0.11877123  0.04234796 -0.16525856 -0.05943996  0.35846224  0.10314138
  0.01483995 -0.04184954  0.16765058 -0.1438072   0.11238918  0.07459775
 -0.23396975  0.13486573 -0.0057223  -0.08504846  0.01250442  0.12411642
 -0.10189191  0.17223789  0.16232467  0.05916193  0.0521485  -0.21348713]",10.3389/fendo.2023.1133963,[]
714,"[-0.12351885  0.24650271  0.48792478 -0.03811214  0.01270613  0.252783
  0.3916846  -0.03229338 -0.5563853  -0.02686836  0.65624434  0.14286153
 -0.01783728 -0.18641242  0.24587648 -0.29041314  0.3101174   0.15997098
 -0.44240248  0.21194567 -0.13312854 -0.32587004 -0.08999367  0.30634728
  0.06469972  0.5692426   0.11565973 -0.04400769  0.0631211  -0.52609044]",10.3389/fendo.2023.1089190,[]
715,"[-0.37541202  0.10275049  1.7715827   0.10967255 -0.322893    0.3405259
  0.9037127  -0.01225796 -1.2801237  -0.11300076  0.8756032   0.26842308
  0.40038422 -0.63320124 -0.12107868 -0.6788253   1.0922191   0.4002341
 -0.73284686  0.34469652 -0.29574695 -0.7287673  -0.42959267  1.2534807
  1.1784391   1.615888   -0.16223882 -0.26383573  0.405031   -1.3476839 ]",10.3389/fendo.2023.1070692,[]
716,"[-0.22375973  0.29235813  0.5933721  -0.07065259 -0.02048362  0.18901086
  0.43253416 -0.00583943 -0.74361175 -0.03293804  0.718209    0.1700211
  0.10416877 -0.30010143  0.11259703 -0.4369965   0.39486092  0.2275423
 -0.5928825   0.19083962 -0.11532565 -0.35941306 -0.05315042  0.5275496
  0.20433532  0.62192553  0.10086187  0.07555963  0.06660302 -0.70812994]",10.3389/fendo.2023.1099824,[]
717,"[-0.40062475  0.37040195  1.2385626  -0.16892816 -0.08313486  0.39041135
  0.6994663   0.06822394 -1.0675851  -0.155279    1.0123993   0.31333125
  0.24551128 -0.6207234   0.05449109 -0.7444962   0.61817265  0.28580308
 -0.88486594  0.42501715 -0.17120816 -0.5084467  -0.05695152  1.0340782
  0.59054875  1.1691804   0.1411965  -0.02491437  0.28971002 -0.98208386]",10.3389/fendo.2023.1090906,[]
718,"[-0.00063098  0.07226699  0.07207253 -0.02051997  0.0450957   0.03006932
  0.06192844  0.04995428 -0.08817699 -0.02230342  0.21850443  0.07668938
 -0.00054903 -0.01451545  0.12885934 -0.09160574  0.03521952  0.00883217
 -0.11995914  0.08296344 -0.00909168 -0.02701791 -0.01446925  0.05835325
 -0.10536964  0.078738    0.12076063  0.01919088  0.01662977 -0.11384428]",10.3389/fncel.2023.1132286,[]
719,"[-1.0366218e-01  1.4212546e-01  3.0097386e-01 -8.3500259e-02
  1.8819576e-02  1.0940992e-01  1.5685809e-01  2.5122019e-02
 -3.1664148e-01 -7.3514804e-02  4.2377153e-01  1.3455176e-01
  5.0358087e-02 -1.3333803e-01  1.4180310e-01 -1.8907015e-01
  1.7999002e-01  1.1308089e-01 -3.2793206e-01  1.5529719e-01
 -3.0008443e-02 -1.7357285e-01 -1.7333303e-02  2.1013755e-01
  2.8871821e-04  2.8494453e-01  1.2551895e-01  5.4103188e-02
  6.0479917e-02 -2.9976067e-01]",10.1155/2023/2259534,[]
720,"[-0.81870884  0.15077947  1.4240053  -0.22142279 -0.27938575  0.6898697
  0.83831054 -0.04629779 -1.8883585   0.04102569  1.1646186   0.23808898
  0.4309093  -0.6732904  -0.08094569 -0.74898046  0.98788345  0.375394
 -1.3299569   0.3235116  -0.11846473 -0.9393348  -0.04884987  1.0970266
  0.9865342   1.2323314   0.32434317  0.3024163   0.02696967 -1.3912225 ]",10.3389/fdgth.2023.1078511,[]
721,"[-0.5177137   0.39953065  1.7213724  -0.2461544  -0.00317057  0.40919188
  1.5596046   0.14641131 -1.1435914  -0.32467645  1.1937358   0.28298593
  0.03799629 -1.1200129  -0.29172224 -1.3236891   1.00417     0.34112108
 -0.92553616  0.78553104 -0.33672273 -0.9361618   0.22553588  1.4647671
  1.2956958   2.180196   -0.01269688 -0.33859062  0.2091636  -1.153676  ]",10.3389/fendo.2023.1125693,[]
722,"[-0.387333    0.35725197  0.9510959  -0.16954798 -0.00580397  0.533693
  0.74404085  0.04076574 -1.1524241  -0.12131327  1.0919554   0.21098132
  0.02105173 -0.38943714  0.31893438 -0.5429906   0.6292607   0.28773263
 -0.9056183   0.43097696 -0.13181871 -0.6017604  -0.06966489  0.64202416
  0.18892998  1.0336319   0.31648546  0.0154995   0.0461994  -0.93957305]",10.3389/fpubh.2023.1063466,[]
723,"[-0.53347796  0.8981509   0.7152634  -0.41284287  0.08936885 -0.01305898
  1.0738186  -0.29478353 -1.6256086   0.04105495  1.4591599   0.26955155
  0.07585111 -0.504315   -0.5373816  -1.2484525   0.9843605   0.4397082
 -0.9602777   0.298656    0.2388964  -0.45647308 -0.0666922   1.123577
  0.54929733  1.1863112  -0.0943038   0.31734613 -0.06596871 -1.5087711 ]",10.3389/fpubh.2023.1086439,[]
